listing_name,post_id,address,address2,rent,bedrooms,datetime_posted,size,availability,description,attributes,lat,lon,html
2+1 BR DOWNTOWN CITYPLACE- HARBOUR VIEW ESTATES,post id: 6551844374,(Mariner Terrace),NA,"$5,500",3BR / 2Ba,24/04/2018 18:37,1270ft2,15/04/2018,2+1 BR LUXURY DOWNTOWN CITYPLACE CONDOS - HARBOUR VIEW ESTATES,"['furnished', 'condo', 'laundry on site', 'wheelchair accessible']",43.639529,-79.391781,https://toronto.craigslist.ca/tor/apa/d/21-br-downtown-cityplace/6551844374.html
COMMERCIAL OFFICE SPACE FOR SALE - JANE AND LANGSTAFF,post id: 6570635194,(167 Applewood Cres),167 Applewood Cres,"$3,250",3BR / 2Ba,24/04/2018 18:37,1270ft2,15/04/2018,Property ID # 167A17,['manufactured'],43.808962,-79.531562,https://toronto.craigslist.ca/tor/apa/d/commercial-office-space-for/6570635194.html
Condo 3beds + Den  3 Bathrooms 2 Balcony Parking,post id: 6551848733,(Dan Leckie Way),NA,"$6,500",3BR / 3Ba,24/04/2018 18:35,1600ft2,10/04/2018,"Beautiful 3 Bedrooms + Den Plus Balcony, 3 washrooms, with Parking condo in desired area. Laminate Floors. Fully Furnished","['furnished', 'condo', 'laundry on site', 'wheelchair accessible']",43.639578,-79.39785,https://toronto.craigslist.ca/tor/apa/d/condo-3beds-den-3-bathrooms-2/6551848733.html
FOUR BEDROOM - TWO LEVEL UNIT - LITTLE PORTUGAL,post id: 6570633782,(Beaconsfield Ave),Beaconsfield Ave at QUEEN AND DOVERCOURT,"$3,695",4BR / 2Ba,24/04/2018 18:35,NA,01/05/2018,PROPERTY ID#160B2,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'laundry in bldg']",43.647661,-79.427369,https://toronto.craigslist.ca/tor/apa/d/four-bedroom-two-level-unit/6570633782.html
3+1 Luxury Condo TownHouse with Patio,post id: 6551845097,(Iceboat Terace),NA,"$7,500",3BR / 3Ba,24/04/2018 18:35,1650ft2,15/04/2018,"Beautiful 3 Bedrooms + Den Plus Balcony, 3 washrooms, with Parking condo townhouse in desired area. Laminate Floors.","['furnished', 'townhouse', 'laundry on site', 'wheelchair accessible']",43.639938,-79.395615,https://toronto.craigslist.ca/tor/apa/d/31-luxury-condo-townhouse/6551845097.html
ONE BEDROOM - QUEEN W AND BATHURST - NEAR TRINITY BELLWOODS PARK,post id: 6570633432,(Claremont St),Claremont St. at Queen West and Bathurst,"$1,295",1BR / 1Ba,24/04/2018 18:35,NA,15/05/2018,Property ID#42CB,"['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit']",43.647694,-79.410244,https://toronto.craigslist.ca/tor/apa/d/one-bedroom-queen-and/6570633432.html
FULLY FURNISHED/ALL INCLUSIVE 2BR EXECUTIVE AVAILABLE JUNE 1ST,post id: 6570625739,(Toronto),NA,"$2,200",1BR / 1Ba,24/04/2018 18:26,NA,15/05/2018,"Fully furnished/All Inclusive 2BR Executive Suite in Birchcliff Village/Bluffs, Available June 1st - $2200",['apartment'],43.688536,-79.266596,https://toronto.craigslist.ca/tor/apa/d/fully-furnished-all-inclusive/6570625739.html
Beautiful Condo for rent,post id: 6570615950,(Toronto),88,"$2,490",1BR / 1Ba,24/04/2018 18:16,692ft2,24/04/2018,"88 Scott is located at the heart of Toronto's financial district. It connects you to the energetic buzz and the vibrancy of the downtown living and to all its possibilities. To the very latest in culture, recreation, shopping and entertainment. To a cosmopolitan community of people on the move. To the nerve centre of this great country. It's everything you love about living downtown Toronto. And the truth is, you wouldn't want to live anywhere else.","['apartment', 'w/d in unit']",43.678447,-79.390247,https://toronto.craigslist.ca/tor/apa/d/beautiful-condo-for-rent/6570615950.html
Beautiful Condo for rent,post id: 6570612724,(Toronto),88,"$2,790",NA,24/04/2018 18:12,743ft2,24/04/2018,"88 Scott is located at the heart of Toronto's financial district. It connects you to the energetic buzz and the vibrancy of the downtown living and to all its possibilities. To the very latest in culture, recreation, shopping and entertainment. To a cosmopolitan community of people on the move. To the nerve centre of this great country. It's everything you love about living downtown Toronto. And the truth is, you wouldn't want to live anywhere else.","['apartment', 'w/d in unit']",43.678447,-79.390247,https://toronto.craigslist.ca/tor/apa/d/beautiful-condo-for-rent/6570612724.html
1 BED / 1 BATH - UPGRADED CONDO FOR RENT @ YONGE & EGLINTON,post id: 6557761230,"(30 Roehampton Avenue, Toronto, Ontario)",Roehampton Avenue at Yonge Street,"$1,795",1BR / 1Ba,24/04/2018 18:12,600ft2,10/04/2018,"1 Bed/1 Bath,10 Ft Ceiling,Upgraded Bath,Kitchen,Backsplash,Granite Counter Tops,Stainless Steel Appliances,Hardwood Flrs,Tons of Natural Light,Washer/Dryer In Unit,Central HVAC,Conservation View,Balcony,Yonge & Eglinton,Midtown Toronto,Davisville,Close To Public Transit,Yonge Eglinton Centre,Toronto Public Library,North Toronto Memorial Community Centre,Eglinton Park,Restaurants,Bars,Cinema,Night Clubs,Major Banks,Supermarkets,Superior Amenities Include Gym,Party Room,Billiards,24hr Concierge,Discounted Cable,Phone & Internet.","['cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'carport', 'wheelchair accessible']",43.708423,-79.397753,https://toronto.craigslist.ca/tor/apa/d/1-bed-1-bath-upgraded-condo/6557761230.html
1 BED + DEN / 2 BATH CONDO TOWNHOUSE FOR LEASE @ TORONTO,post id: 6545022577,"(30 Roehampton Avenue, Toronto)",Roehampton Avenue at Yonge Street,"$1,995",1BR / 1Ba,24/04/2018 18:11,950ft2,28/03/2018,"1 Bedroom+DEN/2 Bathroom,10 Foot Ceilings,Hardwood Floors Throughout,Upgraded Back Splash & Granite Counter Tops,Upgraded Bathrooms,Amazing Views,Private Balcony,Custom Window Coverings,Stainless Steel Appliances,En-Suite Laundry,Visitor Parking Available,Yonge & Eglinton,Midtown Toronto,Davisville,Close To Public Transit,Yonge Eglinton Centre,Toronto Public Library,North Toronto Memorial Community Centre,Eglinton Park,Restaurants,Bars,Cinema,Night Clubs,Major Banks,Supermarkets,Superior Amenities Include Gym,Party Room,Billiards,24hr Concierge,Discounted Cable,Phone & Internet","['cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'carport']",43.7084,-79.397614,https://toronto.craigslist.ca/tor/apa/d/1-bed-den-2-bath-condo/6545022577.html
4 BED / 3 BATH - HOUSE FOR RENT @ SCARBOROUGH VILLAGE | EGLINTON GO,post id: 6544968711,"(5 Windy Ridge Drive, Scarborough, Ontari)",Windy Ridge Drive at Bellamy Road South,"$3,195",4BR / 3Ba,24/04/2018 18:11,2800ft2,27/03/2018,"4 Bed/3 Bath,10 Ft Ceilings,2,800 SQ Ft.Kitchen,Backsplash,Granite Counter Tops,Bathrooms,Hardwood Flrs,Tons of Natural Light,Sky Light,Washer/Dryer in unit,Central HVAC,Conservation View,Pool,Parking,Scarborough,Eglinton East,Scarborough Village,Eglinton GO,Cliffcrest,Cudia Park,Gates Gully,Sylvan Park,Bliss Carma Senior Public School,Boardwalk,Cinema,Public Library,Schools,Banks,Gas Stations,Parks,Supermarkets,Shops,Restaurants,Steakhouses,Bars,Night Clubs,Major Banks,Fitness Centre,Discounted Cable,Phone & Internet (Throughout The Term)","['cats are OK - purrr', 'dogs are OK - wooof', 'house', 'w/d in unit', 'attached garage']",43.731825,-79.22341,https://toronto.craigslist.ca/tor/apa/d/4-bed-3-bath-house-for-rent/6544968711.html
4 BED/2 BATH -FULLY RENOVATED HOME FOR RENT@SCARBOROUGH BLUFFS,post id: 6563253571,"(28 Hill Crescent, Scarborough)",Hill Crescent at Markham Road,"$3,395",4BR / 2Ba,24/04/2018 18:11,2800ft2,11/04/2018,"4 Bed/2 Bath,10 Ft Ceilings,2,800 SQ Ft.Kitchen,Backsplash,Granite Counter Tops,Bathrooms,Hardwood Flrs,Tons of Natural Light,Sky Light,Washer/Dryer in unit,Central HVAC,Conservation View,Pool,Parking,Scarborough,Scarborough Bluffs,Upper Beachs,Eglinton East,Scarborough Village,Eglinton GO,Cliffcrest,Cudia Park,Gates Gully,Sylvan Park,Bliss Carma Senior Public School,Boardwalk,Cinema,Public Library,Schools,Banks,Gas Stations,Parks,Supermarkets,Shops,Restaurants,Steakhouses,Bars,Night Clubs,Major Banks,Fitness Centre,Discounted Cable,Phone & Internet (Throughout The Term)","['cats are OK - purrr', 'dogs are OK - wooof', 'house', 'attached garage', 'wheelchair accessible']",43.73357,-79.214603,https://toronto.craigslist.ca/tor/apa/d/4-bed-2-bath-fully-renovated/6563253571.html
2 BED / 2 BATH UPGRADED CONDO FOR RENT @ TORONTO | DOWNSVIEW STATION,post id: 6563253270,"(55 De Boers Drive, Toronto)",De Boers Drive at Allen Rd,"$2,195",2BR / 2Ba,24/04/2018 18:11,850ft2,21/03/2018,"2 Bed/2 Bath,9 Ft Ceiling,Conservation Views,Upgraded Kitchen,Backsplash,Granite Counter Tops,Stainless Steel Appliances,Bathroom,Hardwood Flrs,Tons of Natural Light,Washer/Dryer In Unit,Central HVAC,Conservation View,Allan Road and Hwy. 401,Close To Downsview and GO Station,Yorkdale Mall,Downsview Airport,CFB Toronto,York University,GoodLife Fitness,Parks,Restaurants,Bars,Cinema,Night Clubs,Major Banks,Supermarkets,Superior Amenities Include Pool,Jacuzzi,gym,Fitness Centre,Movie Theatre,Party Room,Golf simulator,lounge,Cabanas,BBQ Terrace,Billiards Room,24/7 Security and Concierge,Discounted Cable,Phone and Internet Throughout The Term.","['cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit', 'carport', 'wheelchair accessible']",43.751101,-79.465646,https://toronto.craigslist.ca/tor/apa/d/2-bed-2-bath-upgraded-condo/6563253270.html
1 BEDROOM / 1 BATH - NEW CONDO FOR RENT @ TORONTO | BAY AND ADELAIDE,post id: 6563252799,"(70 Temperance Street, Toronto, Ontario)",Temperance Street at University Avenue,"$1,895",1BR / 1Ba,24/04/2018 18:11,525ft2,01/06/2018,"1 Bed/1 Bath,9 ft Ceiling,Upgraded Bath,Kitchen,Backsplash,Granite Counter Tops,Stainless Steel Appliances,Hardwood Flrs,Tons of Natural Light,Washer/Dryer In Unit,Central HVAC,Large Private Balcony,Custom Window Coverings,En-suite Laundry,Close to Public Transit,Bay Adelaide Centre,Trump Hotel,CN Tower,First Canadian Place,Gardiner Expressway,Queens Quay,Supermarkets,Schools,Parks,Playgrounds,Major Banks,Rogers Centre,Air Canada Centre,Eatons Centre,Molson Canadian Amphitheatre,The Docks,Union Station,Island Airport,Parks,Walking Distance to the Entertainment & Financial Districts,King West,Restaurants,Bars,Night Clubs,Discounted Cable, Phone & Internet Throughout the Lease","['cats are OK - purrr', 'dogs are OK - wooof', 'condo', 'w/d in unit']",43.650542,-79.381002,https://toronto.craigslist.ca/tor/apa/d/1-bedroom-1-bath-new-condo/6563252799.html
Beautiful Condo for rent,post id: 6570610194,(Toronto),88,"$2,790",1BR / 1Ba,24/04/2018 18:09,743ft2,24/04/2018,"88 Scott is located at the heart of Toronto's financial district. It connects you to the energetic buzz and the vibrancy of the downtown living and to all its possibilities. To the very latest in culture, recreation, shopping and entertainment. To a cosmopolitan community of people on the move. To the nerve centre of this great country. It's everything you love about living downtown Toronto. And the truth is, you wouldn't want to live anywhere else.","['cats are OK - purrr', 'dogs are OK - wooof', 'apartment']",43.678447,-79.390247,https://toronto.craigslist.ca/tor/apa/d/beautiful-condo-for-rent/6570610194.html
Gorgeous Condo for Rent,post id: 6570607616,(Toronto),88,"$2,790",1BR / 1Ba,24/04/2018 18:07,743ft2,24/04/2018,"88 Scott is located at the heart of Toronto's financial district. It connects you to the energetic buzz and the vibrancy of the downtown living and to all its possibilities. To the very latest in culture, recreation, shopping and entertainment. To a cosmopolitan community of people on the move. To the nerve centre of this great country. It's everything you love about living downtown Toronto. And the truth is, you wouldn't want to live anywhere else.","['cats are OK - purrr', 'dogs are OK - wooof', 'apartment', 'w/d in unit']",43.678447,-79.390247,https://toronto.craigslist.ca/tor/apa/d/gorgeous-condo-for-rent/6570607616.html
"Downtown One Bedroom plus Den, One Bathroom Condo with Parking",post id: 6562795480,NA,NA,"$1,900",1BR / 1Ba,24/04/2018 18:04,NA,01/06/2018,"Be the first to live in this beautiful and very spacious downtown condo! It's a one bedroom plus den, one bathroom condo at 87 Peter St in the heart of downtown Toronto!","['condo', 'w/d in unit', 'attached garage']",43.646788,-79.392628,https://toronto.craigslist.ca/tor/apa/d/downtown-one-bedroom-plus-den/6562795480.html
"Downtown 2 Bedroom plus Den, 2 Bathroom Condo with Parking",post id: 6555720109,NA,NA,"$2,300",2BR / 2Ba,24/04/2018 18:04,NA,01/06/2018,"Be the first to live in this beautiful and very spacious downtown condo! It's a two bedroom plus den, two full bathroom condo at 87 Peter St, in the heart of downtown Toronto!","['condo', 'w/d in unit', 'attached garage']",43.646788,-79.392628,https://toronto.craigslist.ca/tor/apa/d/downtown-2-bedroom-plus-den-2/6555720109.html
Prime Riverdale: Walk to the Danforth & Chester Subway,post id: 6559724434,(Riverdale),NA,"$2,100",2BR / 1Ba,24/04/2018 17:59,NA,13/04/2018,"Charming & bright 2 bedroom second-floor apartment with character! Spacious, light-filled living room with decorative fireplace; large master and good-sized second bedroom; new hardwood floors & freshly painted throughout; brand new renovated 4 piece bathroom with deep soaker tub & rain shower; bright sunroom for summer use; cozy, modern kitchen (new stainless steel compact fridge and new stainless steel stove have been ordered) with walkout to small deck. Laundry & storage in the basement with large, shared back yard. Awesome location steps to the Danforth, Chester and Pape TTC. Non-smokers no pets please. Available immediately $2100/m + Utilities.","['duplex', 'laundry in bldg', 'no smoking', 'street parking']",43.682543,-79.35023,https://toronto.craigslist.ca/tor/apa/d/prime-riverdale-walk-to-the/6559724434.html
City View Downtown Condo (Bay / Yonge & Dundas),post id: 6570591890,"(633 Bay St, Toronto, ON M5G 2G4, Canada)",NA,$750,1BR / 0Ba,24/04/2018 17:52,NA,24/04/2018,"Designer Built-in and Custom Furnishings included in price (Headboard in bedroom, TV Storage in Bedroom with on-wall mount, custom built storage bench seating in dining area, on wall display shelving unit, functional bio-ethanol fireplace, floating storage units on feature brick wall, bowling alley live edge table in den, designer light fixtures, and more) - 633 Bay Street, Horizon On Bay, 860 Sq. Ft. unit, located in the heart of downtown, Sun filled South Facing (2 Min Walk to: Dundas Square / Subway, Eaton Centre, City Hall, Bus Station, Hospitals) - Professional or Professional Couple preferred, no students, no smoking, pet free building - Large Bedroom with Ensuite Bath (Marble Counter Top) - Stainless Steel Kitchen Appliances - Ensuite Front Loading Samsung Washer and Dryer with built in Steam Cleaning / Storage Closet - Hunter Douglas Motorized Designer Roller Shades (w/ Blackout in Bedroom) - Wood Style Flooring - Ceramic Tile in Bathrooms and Kitchen (with eat-in breakfast area) - Exposed Brick Feature Wall in spacious living/dining room Building Features: - 24 hour Concierge / Security - Comprehensive fitness facility with brand new equipment and large flat screen television - Theatre Room - Party Room - Indoor swimming Pool with whirlpool / Jacuzzi - Visitor Parking - 2 Dry Saunas - Squash Court and Multi-use Court for table tennis and basketball - Rooftop garden with whirlpool / Jacuzzi and BBQ's with panoramic city views - Conference Room - Elevator with televisions","['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment']",43.656871,-79.384044,https://toronto.craigslist.ca/tor/apa/d/city-view-downtown-condo-bay/6570591890.html
"1001 BAY ST #404,LARGE 2BEDS+DEN,2BATHS,PARKING,LOCKER,DOWNTONTORONTO",post id: 6570592384,(Bay / Bloor / Wellesley),NA,"$3,200",2BR / 2Ba,24/04/2018 17:51,1100ft2,01/06/2018,"'The Strasscorp'! Luxurious and Spacious 2 bedroom + den, 2 washrooms Suite including Parking and Locker at 1001 Bay street the Most Sought After Downtown Condo! Suite Features Unobstructed Panoramic Views! Excellent Layout, Bright And Sunny, Amazing Views, Floor To Ceiling Windows. Great Location On Bay Street at Bay / Bloor / St. Joseph, Very Convenient... Close To Everything! Fantastic Amenities And Recreation Facilities In The Building: Indoor Pool, Sauna, Gym, Basketball Court, Squash Court, Outdoor Terrace With Bbq, Visitor Parking, Party / Meeting Room. Great Location Close To Subway, Shopping, Entertainment, Restaurants, Steps To Hospitals, Financial District, Universities, Ttc, College Park, Eaton Centre, Yonge And Bloor.","['condo', 'w/d in unit', 'attached garage']",43.665484,-79.387484,https://toronto.craigslist.ca/tor/apa/d/1001-bay-st-404large/6570592384.html
Loft Leslieville 1+1/Parking/Engineered Hardwood/Balcony/ Avail. May,post id: 6570591539,NA,Dundas St. E. at Carlaw,"$2,400",1BR / 1Ba,24/04/2018 17:50,599ft2,26/04/2018,Fab Boutique Loft in Leslieville - 1 Bedroom + Den  Large Balcony With Great Views.  Den Could Be Used As Office. Parking and Locker Included.  Walk To Shopping And Restaurants. Minutes To Downtown.,"['loft', 'w/d in unit', 'no smoking', 'attached garage']",43.665357,-79.341451,https://toronto.craigslist.ca/tor/apa/d/loft-leslieville-11-parking/6570591539.html
Broadway Landing Suites - Yonge & Eglinton - Prime Location,post id: 6570584920,"(55 Broadway Ave, Toronto, ON M4P 1T9, Ca)",NA,$750,1BR / 0Ba,24/04/2018 17:44,NA,24/04/2018,"55 Broadway is ideally located within steps to all that's happening in the popular locale of Yonge/Eglinton neighborhood, including great shops, cafes, restaurants and nightlife. These quaint low-rise buildings have been updated and are designed around a central courtyard with an outdoor pool. They are within walking distance of the Eglinton Subway Station and transit connections and the many amenities in the area, which makes this a convenient address for those seeking a prime location!","['cats are OK - purrr', 'dogs are OK - wooof', 'furnished', 'apartment']",43.710261,-79.395138,https://toronto.craigslist.ca/tor/apa/d/broadway-landing-suites-yonge/6570584920.html
